Order_Id,Customer_Name,Customer_Id,Product_Name,Product_Cost,Pur_Date
1996,Madhurima,7,iPhone 9,50000,2/10/2019 13:00
1997,Sumanth,22,Apple iPad 10.2-inch,61000,2/10/2019 14:00
1998,Vinay,10,Google Phone,50000,2/10/2019 15:00
1999,Chaithanya,14,Google Phone,55000,2/10/2019 16:00
2000,Pradhan,17,iPhone 8,69999,2/10/2019 17:00
2001,Madhurima,7,LG Mobile,75999,2/10/2019 18:00
2002,Madhurima,7,ThinkPad Laptop,65999,2/10/2019 19:00
2003,Jaya Chandra,21,34in Ultrawide Monitor,69999,2/10/2019 20:00
2004,Harsha,5,iPhone 11,69000,2/10/2019 21:00
2005,Daniel,6,27in FHD Monitor,59000,2/10/2019 22:00
2006,Mohan,24,Apple Airpods Headphones,55000,2/10/2019 23:00
2007,Daniel,6,LG ThinQ Refrigerator ,65000,2/11/2019 0:00
2008,Pradhan,17,ThinkPad Laptop,55000,2/11/2019 1:00
2009,Venu,23,Flatscreen TV,50000,2/11/2019 2:00
2010,Mallikarjun,13,iPhone 9,61000,2/11/2019 3:00
2011,Veeru,3,Apple Airpods Headphones,75999,2/11/2019 4:00
2012,Tarun,11,ThinkPad Laptop,69999,2/11/2019 5:00
2013,Daniel,6,Google Phone,63999,2/11/2019 6:00
2014,Karteek,4,27in 4K Gaming Monitor,55999,2/11/2019 7:00
2015,Siddhu,18,Samsung Galaxy S9 Plus,50000,2/11/2019 8:00
2016,Partha,8,Google Phone,50000,2/11/2019 9:00
2017,Kedar,2,ThinkPad Laptop,65000,2/11/2019 10:00
2018,Daniel,6,27in FHD Monitor,75000,2/11/2019 11:00
2019,Harsha,5,34in Ultrawide Monitor,55000,2/11/2019 12:00
2020,Balaji,12,LG Mobile,50000,2/11/2019 13:00
2021,Shahid,20,iPhone 9,55999,2/11/2019 14:00
2022,Veeru,3,LG Washing Machine,61000,2/11/2019 15:00
2023,Kedar,2,Macbook Pro Laptop,60000,2/11/2019 16:00
2024,Pradhan,17,20in Monitor,63999,2/11/2019 17:00
2025,Mallikarjun,13,Apple iPad 10.2-inch,59000,2/11/2019 18:00
2026,Harsha,5,Flatscreen TV,51999,2/11/2019 19:00
2027,Vinay,10,Flatscreen TV,60000,2/11/2019 20:00
2028,Nireekshan,1,Google Phone,69000,2/11/2019 21:00
2029,Vinay,10,Flatscreen TV,69999,2/11/2019 22:00
2030,Shafi,25,LG Mobile,63000,2/11/2019 23:00
2031,Shafi,25,iPhone 8,63000,2/12/2019 0:00
2032,Madhurima,7,iPhone 8,63000,2/12/2019 1:00
2033,Jaya Chandra,21,27in FHD Monitor,69000,2/12/2019 2:00
2034,Venki,15,LG Mobile,63999,2/12/2019 3:00
2035,Kedar,2,Macbook Pro Laptop,65999,2/12/2019 4:00
2036,Tarun,11,iPhone 8,61000,2/12/2019 5:00
2037,Karteek,4,27in 4K Gaming Monitor,50000,2/12/2019 6:00
2038,Venu,23,ThinkPad Laptop,75000,2/12/2019 7:00
2039,Daniel,6,LG Mobile,55999,2/12/2019 8:00
2040,Madhurima,7,Samsung Galaxy S9 Plus,69999,2/12/2019 9:00
2041,Chaithanya,14,ThinkPad Laptop,65999,2/12/2019 10:00
2042,Vinay,10,Macbook Pro Laptop,65999,2/12/2019 11:00
2043,Pradhan,17,27in FHD Monitor,55000,2/12/2019 12:00
2044,Shafi,25,Samsung Galaxy S20,63999,2/12/2019 13:00
2045,Veeru,3,27in 4K Gaming Monitor,65999,2/12/2019 14:00
2046,Venu,23,iPhone 7s,55000,2/12/2019 15:00
2047,Vinay,10,Samsung Galaxy S9 Plus,63000,2/12/2019 16:00
2048,Mohan,24,34in Ultrawide Monitor,65999,2/12/2019 17:00
2049,Shahid,20,27in FHD Monitor,60000,2/12/2019 18:00
2050,Balaji,12,Macbook Pro Laptop,63999,2/12/2019 19:00
2051,Mohan,24,Google Phone,60000,2/12/2019 20:00
2052,Siddhu,18,Apple Airpods Headphones,59000,2/12/2019 21:00
2053,Venki,15,Bose SoundSport Headphones,60000,2/12/2019 22:00
2054,Kedar,2,20in Monitor,75999,2/12/2019 23:00
2055,Harsha,5,27in 4K Gaming Monitor,50000,2/13/2019 0:00
2056,Kedar,2,20in Monitor,65999,2/13/2019 1:00
2057,Jaya Chandra,21,27in FHD Monitor,61000,2/13/2019 2:00
2058,Daniel,6,34in Ultrawide Monitor,60000,2/13/2019 3:00
2059,Neelima,19,Apple Airpods Headphones,65999,2/13/2019 4:00
2060,Veeru,3,Samsung Galaxy S9 Plus,69999,2/13/2019 5:00
2061,Mohan,24,Apple iPad 10.2-inch,69999,2/13/2019 6:00
2062,Mohan,24,Google Phone,75999,2/13/2019 7:00
2063,Harsha,5,20in Monitor,63999,2/13/2019 8:00
2064,Shahid,20,Samsung Galaxy S20,59000,2/13/2019 9:00
2065,Shafi,25,LG Washing Machine,65999,2/13/2019 10:00
2066,Daniel,6,Macbook Pro Laptop,69999,2/13/2019 11:00
2067,Shahid,20,27in FHD Monitor,59000,2/13/2019 12:00
2068,Lavanya,16,iPhone 9,55000,2/13/2019 13:00
2069,Pradhan,17,20in Monitor,63000,2/13/2019 14:00
2070,Venu,23,Flatscreen TV,50000,2/13/2019 15:00
2071,Siddhu,18,iPhone 7s,60000,2/13/2019 16:00
2072,Shafi,25,Samsung Galaxy S9 Plus,60000,2/13/2019 17:00
2073,Partha,8,20in Monitor,60000,2/13/2019 18:00
2074,Mohan,24,iPhone 9,75999,2/13/2019 19:00
2075,Lavanya,16,34in Ultrawide Monitor,65999,2/13/2019 20:00
2076,Mallikarjun,13,27in 4K Gaming Monitor,69999,2/13/2019 21:00
2077,Shafi,25,iPhone 7s,50000,2/13/2019 22:00
2078,Venu,23,Apple iPad 10.2-inch,65000,2/13/2019 23:00
2079,Pradhan,17,27in 4K Gaming Monitor,69999,2/14/2019 0:00
2080,Neelima,19,iPhone 9,63999,2/14/2019 1:00
2081,Lavanya,16,ThinkPad Laptop,61000,2/14/2019 2:00
2082,Vijay,9,Apple iPad 10.2-inch,65000,2/14/2019 3:00
2083,Sumanth,22,Bose SoundSport Headphones,63999,2/14/2019 4:00
2084,Neelima,19,iPhone 11,51999,2/14/2019 5:00
2085,Veeru,3,Apple Airpods Headphones,59000,2/14/2019 6:00
2086,Harsha,5,27in FHD Monitor,51999,2/14/2019 7:00
2087,Chaithanya,14,27in 4K Gaming Monitor,60000,2/14/2019 8:00
2088,Venki,15,Bose SoundSport Headphones,69000,2/14/2019 9:00
2089,Pradhan,17,27in FHD Monitor,60000,2/14/2019 10:00
2090,Neelima,19,Flatscreen TV,59000,2/14/2019 11:00
2091,Jaya Chandra,21,iPhone 7s,69000,2/14/2019 12:00
2092,Karteek,4,iPhone 9,75000,2/14/2019 13:00
2093,Vinay,10,iPhone 11,61000,2/14/2019 14:00
2094,Veeru,3,iPhone 9,65999,2/14/2019 15:00
2095,Madhurima,7,iPhone 11,59000,2/14/2019 16:00
2096,Madhurima,7,iPhone 8,59000,2/14/2019 17:00
2097,Veeru,3,Macbook Pro Laptop,69999,2/14/2019 18:00
2098,Venu,23,27in 4K Gaming Monitor,50000,2/14/2019 19:00
2099,Vijay,9,27in FHD Monitor,55999,2/14/2019 20:00
2100,Kedar,2,iPhone 7s,69000,2/14/2019 21:00
2101,Shahid,20,27in FHD Monitor,65999,2/14/2019 22:00
2102,Veeru,3,LG Washing Machine,65000,2/14/2019 23:00
2103,Pradhan,17,34in Ultrawide Monitor,60000,2/15/2019 0:00
2104,Nireekshan,1,LG Mobile,63000,2/15/2019 1:00
2105,Venki,15,iPhone 7s,51999,2/15/2019 2:00
2106,Nireekshan,1,34in Ultrawide Monitor,61000,2/15/2019 3:00
2107,Neelima,19,Bose SoundSport Headphones,50000,2/15/2019 4:00
2108,Vijay,9,Apple iPad 10.2-inch,75000,2/15/2019 5:00
2109,Nireekshan,1,iPhone 11,65000,2/15/2019 6:00
2110,Venki,15,iPhone 7s,69000,2/15/2019 7:00
2111,Balaji,12,Samsung Galaxy S9 Plus,50000,2/15/2019 8:00
2112,Mohan,24,iPhone 8,50000,2/15/2019 9:00
2113,Chaithanya,14,Apple Airpods Headphones,50000,2/15/2019 10:00
2114,Lavanya,16,Macbook Pro Laptop,61000,2/15/2019 11:00
2115,Shahid,20,LG Washing Machine,55999,2/15/2019 12:00
2116,Vinay,10,LG Mobile,75999,2/15/2019 13:00
2117,Shahid,20,Apple iPad 10.2-inch,61000,2/15/2019 14:00
2118,Shahid,20,iPhone 9,63999,2/15/2019 15:00
2119,Chaithanya,14,Flatscreen TV,69999,2/15/2019 16:00
2120,Neelima,19,34in Ultrawide Monitor,51999,2/15/2019 17:00
2121,Siddhu,18,34in Ultrawide Monitor,75999,2/15/2019 18:00
2122,Partha,8,Samsung Galaxy S20,55000,2/15/2019 19:00
2123,Karteek,4,iPhone 9,65999,2/15/2019 20:00
2124,Karteek,4,iPhone 11,65999,2/15/2019 21:00
2125,Tarun,11,27in FHD Monitor,75999,2/15/2019 22:00
2126,Venki,15,Apple Airpods Headphones,65000,2/15/2019 23:00
2127,Siddhu,18,ThinkPad Laptop,65999,2/16/2019 0:00
2128,Neelima,19,LG Washing Machine,51999,2/16/2019 1:00
2129,Venu,23,Bose SoundSport Headphones,61000,2/16/2019 2:00
2130,Lavanya,16,Samsung Galaxy S9 Plus,65999,2/16/2019 3:00
2131,Sumanth,22,Apple Airpods Headphones,65999,2/16/2019 4:00
2132,Shafi,25,Apple iPad 10.2-inch,65000,2/16/2019 5:00
2133,Jaya Chandra,21,LG Mobile,65999,2/16/2019 6:00
2134,Kedar,2,Macbook Pro Laptop,50000,2/16/2019 7:00
2135,Shafi,25,27in FHD Monitor,50000,2/16/2019 8:00
2136,Partha,8,LG Mobile,65999,2/16/2019 9:00
2137,Harsha,5,27in FHD Monitor,61000,2/16/2019 10:00
2138,Veeru,3,LG Washing Machine,50000,2/16/2019 11:00
2139,Chaithanya,14,27in 4K Gaming Monitor,65000,2/16/2019 12:00
2140,Madhurima,7,iPhone 7s,65000,2/16/2019 13:00
2141,Kedar,2,ThinkPad Laptop,65999,2/16/2019 14:00
2142,Nireekshan,1,iPhone 7s,69999,2/16/2019 15:00
2143,Sumanth,22,ThinkPad Laptop,55000,2/16/2019 16:00
2144,Lavanya,16,Apple Airpods Headphones,65999,2/16/2019 17:00
2145,Chaithanya,14,LG Washing Machine,69999,2/16/2019 18:00
2146,Chaithanya,14,Apple iPad 10.2-inch,55999,2/16/2019 19:00
2147,Sumanth,22,20in Monitor,60000,2/16/2019 20:00
2148,Harsha,5,27in 4K Gaming Monitor,65999,2/16/2019 21:00
2149,Shafi,25,iPhone 8,61000,2/16/2019 22:00
2150,Pradhan,17,LG ThinQ Refrigerator ,75999,2/16/2019 23:00
2151,Madhurima,7,iPhone 7s,69000,2/17/2019 0:00
2152,Karteek,4,Samsung Galaxy S9 Plus,75000,2/17/2019 1:00
2153,Jaya Chandra,21,20in Monitor,69000,2/17/2019 2:00
2154,Mallikarjun,13,34in Ultrawide Monitor,55999,2/17/2019 3:00
2155,Siddhu,18,iPhone 9,61000,2/17/2019 4:00
2156,Balaji,12,20in Monitor,75000,2/17/2019 5:00
2157,Chaithanya,14,Samsung Galaxy S9 Plus,63999,2/17/2019 6:00
2158,Partha,8,ThinkPad Laptop,51999,2/17/2019 7:00
2159,Siddhu,18,27in FHD Monitor,75999,2/17/2019 8:00
2160,Madhurima,7,Flatscreen TV,65000,2/17/2019 9:00
2161,Partha,8,iPhone 8,65999,2/17/2019 10:00
2162,Veeru,3,iPhone 9,69000,2/17/2019 11:00
2163,Vinay,10,Apple Airpods Headphones,55999,2/17/2019 12:00
2164,Karteek,4,27in FHD Monitor,75000,2/17/2019 13:00
2165,Venu,23,ThinkPad Laptop,65999,2/17/2019 14:00
2166,Jaya Chandra,21,iPhone 11,55999,2/17/2019 15:00
2167,Siddhu,18,LG Washing Machine,69999,2/17/2019 16:00
2168,Chaithanya,14,34in Ultrawide Monitor,65999,2/17/2019 17:00
2169,Shafi,25,Apple Airpods Headphones,50000,2/17/2019 18:00
2170,Harsha,5,ThinkPad Laptop,63000,2/17/2019 19:00
2171,Siddhu,18,LG Washing Machine,65999,2/17/2019 20:00
2172,Mallikarjun,13,Macbook Pro Laptop,63999,2/17/2019 21:00
2173,Tarun,11,Apple Airpods Headphones,55000,2/17/2019 22:00
2174,Mallikarjun,13,Google Phone,75000,2/17/2019 23:00
2175,Tarun,11,Samsung Galaxy S9 Plus,50000,2/18/2019 0:00
2176,Veeru,3,34in Ultrawide Monitor,63000,2/18/2019 1:00
2177,Sumanth,22,Apple iPad 10.2-inch,63000,2/18/2019 2:00
2178,Balaji,12,Apple Airpods Headphones,65999,2/18/2019 3:00
2179,Daniel,6,27in 4K Gaming Monitor,65999,2/18/2019 4:00
2180,Siddhu,18,20in Monitor,75000,2/18/2019 5:00
2181,Karteek,4,ThinkPad Laptop,61000,2/18/2019 6:00
2182,Daniel,6,Apple iPad 10.2-inch,50000,2/18/2019 7:00
2183,Daniel,6,Flatscreen TV,65999,2/18/2019 8:00
2184,Chaithanya,14,ThinkPad Laptop,60000,2/18/2019 9:00
2185,Pradhan,17,20in Monitor,55999,2/18/2019 10:00
2186,Shahid,20,Google Phone,63999,2/18/2019 11:00
2187,Venu,23,LG Mobile,69000,2/18/2019 12:00
2188,Partha,8,Macbook Pro Laptop,51999,2/18/2019 13:00
2189,Madhurima,7,iPhone 11,63999,2/18/2019 14:00
2190,Venki,15,20in Monitor,69000,2/18/2019 15:00
2191,Vijay,9,Bose SoundSport Headphones,65000,2/18/2019 16:00
2192,Balaji,12,20in Monitor,55999,2/18/2019 17:00
2193,Pradhan,17,34in Ultrawide Monitor,75000,2/18/2019 18:00
2194,Tarun,11,LG Washing Machine,50000,2/18/2019 19:00
2195,Neelima,19,Bose SoundSport Headphones,61000,2/18/2019 20:00
2196,Mohan,24,Macbook Pro Laptop,65999,2/18/2019 21:00
2197,Lavanya,16,Apple Airpods Headphones,50000,2/18/2019 22:00
2198,Kedar,2,ThinkPad Laptop,69000,2/18/2019 23:00
2199,Shafi,25,LG Mobile,55999,2/19/2019 0:00
2200,Venu,23,LG Washing Machine,65000,2/19/2019 1:00
2201,Venu,23,Google Phone,60000,2/19/2019 2:00
2202,Mallikarjun,13,34in Ultrawide Monitor,65999,2/19/2019 3:00
2203,Venki,15,Flatscreen TV,51999,2/19/2019 4:00
2204,Lavanya,16,Bose SoundSport Headphones,63000,2/19/2019 5:00
2205,Venki,15,LG Mobile,61000,2/19/2019 6:00
2206,Jaya Chandra,21,34in Ultrawide Monitor,69999,2/19/2019 7:00
2207,Veeru,3,LG Washing Machine,75999,2/19/2019 8:00
2208,Shafi,25,Bose SoundSport Headphones,60000,2/19/2019 9:00
2209,Pradhan,17,iPhone 9,69999,2/19/2019 10:00
2210,Pradhan,17,iPhone 9,65999,2/19/2019 11:00
2211,Vijay,9,20in Monitor,60000,2/19/2019 12:00
2212,Kedar,2,Samsung Galaxy S9 Plus,55999,2/19/2019 13:00
2213,Venu,23,Macbook Pro Laptop,60000,2/19/2019 14:00
2214,Balaji,12,Bose SoundSport Headphones,75999,2/19/2019 15:00
2215,Chaithanya,14,Samsung Galaxy S20,55000,2/19/2019 16:00
2216,Lavanya,16,Macbook Pro Laptop,61000,2/19/2019 17:00
2217,Partha,8,Flatscreen TV,65000,2/19/2019 18:00
2218,Neelima,19,Apple iPad 10.2-inch,65999,2/19/2019 19:00
2219,Partha,8,Apple Airpods Headphones,51999,2/19/2019 20:00
2220,Jaya Chandra,21,iPhone 9,63000,2/19/2019 21:00
2221,Nireekshan,1,Flatscreen TV,75999,2/19/2019 22:00
2222,Siddhu,18,iPhone 11,55999,2/19/2019 23:00
2223,Daniel,6,27in 4K Gaming Monitor,65000,2/20/2019 0:00
2224,Neelima,19,ThinkPad Laptop,63999,2/20/2019 1:00
2225,Venki,15,27in FHD Monitor,60000,2/20/2019 2:00
2226,Harsha,5,Apple Airpods Headphones,63999,2/20/2019 3:00
2227,Mallikarjun,13,iPhone 11,65999,2/20/2019 4:00
2228,Balaji,12,LG Mobile,63999,2/20/2019 5:00
2229,Daniel,6,Bose SoundSport Headphones,65999,2/20/2019 6:00
2230,Chaithanya,14,iPhone 9,61000,2/20/2019 7:00
2231,Shahid,20,iPhone 9,51999,2/20/2019 8:00
2232,Kedar,2,27in FHD Monitor,61000,2/20/2019 9:00
2233,Partha,8,27in FHD Monitor,59000,2/20/2019 10:00
2234,Madhurima,7,iPhone 8,63999,2/20/2019 11:00
2235,Pradhan,17,iPhone 11,69999,2/20/2019 12:00
2236,Kedar,2,20in Monitor,69000,2/20/2019 13:00
2237,Lavanya,16,Macbook Pro Laptop,51999,2/20/2019 14:00
2238,Mallikarjun,13,Apple Airpods Headphones,63999,2/20/2019 15:00
2239,Lavanya,16,Samsung Galaxy S20,75000,2/20/2019 16:00
2240,Pradhan,17,iPhone 7s,65000,2/20/2019 17:00
2241,Jaya Chandra,21,27in 4K Gaming Monitor,61000,2/20/2019 18:00
2242,Madhurima,7,20in Monitor,69000,2/20/2019 19:00
2243,Vinay,10,iPhone 9,51999,2/20/2019 20:00
2244,Shahid,20,Apple Airpods Headphones,65999,2/20/2019 21:00
2245,Harsha,5,LG ThinQ Refrigerator ,65999,2/20/2019 22:00
2246,Karteek,4,Google Phone,55000,2/20/2019 23:00
2247,Mallikarjun,13,27in 4K Gaming Monitor,65000,2/21/2019 0:00
2248,Jaya Chandra,21,Samsung Galaxy S9 Plus,55000,2/21/2019 1:00
2249,Venki,15,Apple Airpods Headphones,69999,2/21/2019 2:00
2250,Balaji,12,27in 4K Gaming Monitor,65000,2/21/2019 3:00
2251,Mohan,24,Apple iPad 10.2-inch,69999,2/21/2019 4:00
2252,Siddhu,18,LG ThinQ Refrigerator ,69000,2/21/2019 5:00
2253,Siddhu,18,Macbook Pro Laptop,61000,2/21/2019 6:00
2254,Chaithanya,14,iPhone 9,55999,2/21/2019 7:00
2255,Daniel,6,Google Phone,50000,2/21/2019 8:00
2256,Chaithanya,14,Samsung Galaxy S20,65999,2/21/2019 9:00
2257,Daniel,6,Macbook Pro Laptop,65999,2/21/2019 10:00
2258,Shafi,25,Bose SoundSport Headphones,55999,2/21/2019 11:00
2259,Mohan,24,34in Ultrawide Monitor,51999,2/21/2019 12:00
2260,Sumanth,22,Macbook Pro Laptop,55999,2/21/2019 13:00
2261,Karteek,4,Google Phone,65999,2/21/2019 14:00
2262,Balaji,12,iPhone 7s,63999,2/21/2019 15:00
2263,Veeru,3,LG Washing Machine,55000,2/21/2019 16:00
2264,Mohan,24,iPhone 9,75999,2/21/2019 17:00
2265,Venki,15,Samsung Galaxy S9 Plus,69000,2/21/2019 18:00
2266,Daniel,6,iPhone 8,69999,2/21/2019 19:00
2267,Partha,8,27in 4K Gaming Monitor,61000,2/21/2019 20:00
2268,Nireekshan,1,Macbook Pro Laptop,65999,2/21/2019 21:00
2269,Shahid,20,LG Mobile,55000,2/21/2019 22:00
2270,Pradhan,17,Samsung Galaxy S9 Plus,61000,2/21/2019 23:00
2271,Jaya Chandra,21,27in FHD Monitor,65999,2/22/2019 0:00
2272,Madhurima,7,Samsung Galaxy S9 Plus,75999,2/22/2019 1:00
2273,Vijay,9,20in Monitor,55000,2/22/2019 2:00
2274,Madhurima,7,Google Phone,75999,2/22/2019 3:00
2275,Vinay,10,Apple Airpods Headphones,60000,2/22/2019 4:00
2276,Mohan,24,iPhone 8,60000,2/22/2019 5:00
2277,Tarun,11,Samsung Galaxy S9 Plus,61000,2/22/2019 6:00
2278,Mallikarjun,13,Apple iPad 10.2-inch,50000,2/22/2019 7:00
2279,Daniel,6,Samsung Galaxy S20,60000,2/22/2019 8:00
2280,Partha,8,iPhone 7s,60000,2/22/2019 9:00
2281,Veeru,3,iPhone 11,50000,2/22/2019 10:00
2282,Jaya Chandra,21,Bose SoundSport Headphones,50000,2/22/2019 11:00
2283,Shahid,20,iPhone 11,69000,2/22/2019 12:00
2284,Vinay,10,Bose SoundSport Headphones,65999,2/22/2019 13:00
2285,Karteek,4,Apple Airpods Headphones,55000,2/22/2019 14:00
2286,Partha,8,Apple Airpods Headphones,55000,2/22/2019 15:00
2287,Venki,15,Flatscreen TV,63999,2/22/2019 16:00
2288,Balaji,12,27in 4K Gaming Monitor,63999,2/22/2019 17:00
2289,Mohan,24,20in Monitor,65999,2/22/2019 18:00
2290,Venu,23,Google Phone,50000,2/22/2019 19:00
2291,Mallikarjun,13,34in Ultrawide Monitor,65999,2/22/2019 20:00
2292,Lavanya,16,LG Washing Machine,75000,2/22/2019 21:00
2293,Neelima,19,LG Mobile,55999,2/22/2019 22:00
2294,Neelima,19,Flatscreen TV,63999,2/22/2019 23:00
2295,Jaya Chandra,21,LG Washing Machine,61000,2/23/2019 0:00
2296,Pradhan,17,Bose SoundSport Headphones,63999,2/23/2019 1:00
2297,Madhurima,7,LG ThinQ Refrigerator ,55999,2/23/2019 2:00
2298,Balaji,12,Apple Airpods Headphones,55000,2/23/2019 3:00
2299,Madhurima,7,34in Ultrawide Monitor,51999,2/23/2019 4:00
2300,Madhurima,7,LG Mobile,65000,2/23/2019 5:00
2301,Vijay,9,Bose SoundSport Headphones,63999,2/23/2019 6:00
2302,Mohan,24,iPhone 7s,63999,2/23/2019 7:00
2303,Neelima,19,LG ThinQ Refrigerator ,55000,2/23/2019 8:00
2304,Veeru,3,ThinkPad Laptop,60000,2/23/2019 9:00
2305,Venki,15,ThinkPad Laptop,59000,2/23/2019 10:00
2306,Shafi,25,LG Washing Machine,65000,2/23/2019 11:00
2307,Mallikarjun,13,iPhone 8,63000,2/23/2019 12:00
2308,Kedar,2,LG Mobile,59000,2/23/2019 13:00
2309,Kedar,2,Apple Airpods Headphones,59000,2/23/2019 14:00
2310,Kedar,2,iPhone 7s,61000,2/23/2019 15:00
2311,Lavanya,16,Macbook Pro Laptop,65000,2/23/2019 16:00
2312,Sumanth,22,LG Washing Machine,69999,2/23/2019 17:00
2313,Jaya Chandra,21,Apple iPad 10.2-inch,69999,2/23/2019 18:00
2314,Karteek,4,Macbook Pro Laptop,51999,2/23/2019 19:00
2315,Madhurima,7,Samsung Galaxy S9 Plus,69999,2/23/2019 20:00
2316,Tarun,11,Apple Airpods Headphones,60000,2/23/2019 21:00
2317,Neelima,19,Apple iPad 10.2-inch,59000,2/23/2019 22:00
2318,Lavanya,16,iPhone 11,65999,2/23/2019 23:00
2319,Pradhan,17,27in FHD Monitor,50000,2/24/2019 0:00
2320,Madhurima,7,iPhone 9,59000,2/24/2019 1:00
2321,Venu,23,Flatscreen TV,60000,2/24/2019 2:00
2322,Shahid,20,iPhone 9,65000,2/24/2019 3:00
2323,Siddhu,18,LG Mobile,60000,2/24/2019 4:00
2324,Neelima,19,34in Ultrawide Monitor,55999,2/24/2019 5:00
2325,Kedar,2,27in 4K Gaming Monitor,61000,2/24/2019 6:00
2326,Tarun,11,Apple iPad 10.2-inch,75000,2/24/2019 7:00
2327,Siddhu,18,Samsung Galaxy S20,65999,2/24/2019 8:00
2328,Tarun,11,Macbook Pro Laptop,75999,2/24/2019 9:00
2329,Vinay,10,LG Washing Machine,65999,2/24/2019 10:00
2330,Harsha,5,Flatscreen TV,55000,2/24/2019 11:00
2331,Daniel,6,Flatscreen TV,59000,2/24/2019 12:00
2332,Balaji,12,Apple Airpods Headphones,69999,2/24/2019 13:00
2333,Daniel,6,Bose SoundSport Headphones,69999,2/24/2019 14:00
2334,Chaithanya,14,ThinkPad Laptop,75999,2/24/2019 15:00
2335,Venki,15,Samsung Galaxy S9 Plus,51999,2/24/2019 16:00
2336,Lavanya,16,iPhone 7s,69000,2/24/2019 17:00
2337,Venki,15,iPhone 7s,69000,2/24/2019 18:00
2338,Nireekshan,1,iPhone 9,69000,2/24/2019 19:00
2339,Partha,8,Apple iPad 10.2-inch,55000,2/24/2019 20:00
2340,Chaithanya,14,20in Monitor,50000,2/24/2019 21:00
2341,Nireekshan,1,Samsung Galaxy S9 Plus,55000,2/24/2019 22:00
2342,Shahid,20,LG ThinQ Refrigerator ,61000,2/24/2019 23:00
2343,Shafi,25,LG Washing Machine,55999,2/25/2019 0:00
2344,Vijay,9,LG ThinQ Refrigerator ,61000,2/25/2019 1:00
2345,Siddhu,18,iPhone 9,65000,2/25/2019 2:00
2346,Kedar,2,LG ThinQ Refrigerator ,75000,2/25/2019 3:00
2347,Nireekshan,1,LG Mobile,63999,2/25/2019 4:00
2348,Siddhu,18,LG Mobile,55999,2/25/2019 5:00
2349,Tarun,11,iPhone 8,75000,2/25/2019 6:00
2350,Chaithanya,14,ThinkPad Laptop,63999,2/25/2019 7:00
2351,Daniel,6,Apple Airpods Headphones,65999,2/25/2019 8:00
2352,Venki,15,34in Ultrawide Monitor,65000,2/25/2019 9:00
2353,Nireekshan,1,20in Monitor,59000,2/25/2019 10:00
2354,Harsha,5,34in Ultrawide Monitor,69000,2/25/2019 11:00
2355,Karteek,4,iPhone 7s,63999,2/25/2019 12:00
2356,Daniel,6,Google Phone,75000,2/25/2019 13:00
2357,Veeru,3,LG ThinQ Refrigerator ,65999,2/25/2019 14:00
2358,Jaya Chandra,21,Google Phone,55000,2/25/2019 15:00
2359,Shahid,20,Apple iPad 10.2-inch,65999,2/25/2019 16:00
2360,Shahid,20,27in 4K Gaming Monitor,51999,2/25/2019 17:00
2361,Mallikarjun,13,LG Mobile,55999,2/25/2019 18:00
2362,Veeru,3,LG Washing Machine,63000,2/25/2019 19:00
2363,Venki,15,LG Washing Machine,65999,2/25/2019 20:00
2364,Veeru,3,LG Mobile,60000,2/25/2019 21:00
2365,Tarun,11,Bose SoundSport Headphones,69999,2/25/2019 22:00
2366,Lavanya,16,Samsung Galaxy S9 Plus,63999,2/25/2019 23:00
2367,Venu,23,Apple Airpods Headphones,65999,2/26/2019 0:00
2368,Shahid,20,Apple Airpods Headphones,65999,2/26/2019 1:00
2369,Karteek,4,27in 4K Gaming Monitor,65999,2/26/2019 2:00
2370,Madhurima,7,LG Washing Machine,60000,2/26/2019 3:00
2371,Chaithanya,14,34in Ultrawide Monitor,65999,2/26/2019 4:00
2372,Chaithanya,14,Apple iPad 10.2-inch,59000,2/26/2019 5:00
2373,Balaji,12,27in 4K Gaming Monitor,59000,2/26/2019 6:00
2374,Vinay,10,iPhone 9,69000,2/26/2019 7:00
2375,Madhurima,7,LG Washing Machine,59000,2/26/2019 8:00
2376,Sumanth,22,iPhone 7s,63999,2/26/2019 9:00
2377,Neelima,19,Google Phone,60000,2/26/2019 10:00
2378,Nireekshan,1,20in Monitor,65000,2/26/2019 11:00
2379,Shahid,20,Flatscreen TV,55999,2/26/2019 12:00
2380,Jaya Chandra,21,Macbook Pro Laptop,55000,2/26/2019 13:00
2381,Vijay,9,iPhone 9,60000,2/26/2019 14:00
2382,Nireekshan,1,Flatscreen TV,60000,2/26/2019 15:00
2383,Venu,23,Samsung Galaxy S9 Plus,60000,2/26/2019 16:00
2384,Karteek,4,Samsung Galaxy S9 Plus,50000,2/26/2019 17:00
2385,Jaya Chandra,21,Apple Airpods Headphones,60000,2/26/2019 18:00
2386,Sumanth,22,27in FHD Monitor,59000,2/26/2019 19:00
2387,Sumanth,22,iPhone 11,63999,2/26/2019 20:00
2388,Veeru,3,27in 4K Gaming Monitor,60000,2/26/2019 21:00
2389,Lavanya,16,Google Phone,63999,2/26/2019 22:00
2390,Veeru,3,Flatscreen TV,55999,2/26/2019 23:00
2391,Jaya Chandra,21,Google Phone,75999,2/27/2019 0:00
2392,Sumanth,22,Samsung Galaxy S9 Plus,75999,2/27/2019 1:00
2393,Harsha,5,Google Phone,60000,2/27/2019 2:00
2394,Sumanth,22,Samsung Galaxy S20,63000,2/27/2019 3:00
